CST_U_1,CST_U_2,CST_U_3,CST_U_4,CST_U_5,CST_U_6,CST_L_1,CST_L_2,CST_L_3,CST_L_4,CST_L_5,CST_L_6,AOA,RE_N,CD,CL
0.23370964,0.37360509,0.24294572,0.25716542,0.16153232,0.21894951,-0.0706946,0.0161337,-0.10100828,0.0135747,-0.10994402,-0.05225801,15.7076,65325.1861,0.38010809742677826,1.2629038542050208
0.24143534,0.28262095,0.35321766,0.40485358,0.30067489,0.23310141,-0.16826238,-0.1871243,-0.25161327,-0.25383907,-0.17264389,0.05489509,17.8723,76375.2323,0.41046908817278027,1.153807920843332
0.17022305,0.23774169,0.14443156,0.2892328,0.17707756,0.18917529,-0.09798659,-0.07025773,-0.08551473,-0.1039005,0.00924375,0.03835794,14.465,43478.2077,0.29560137219029375,1.1926336401340998
0.16305428,0.25465541,0.17942696,0.31539748,0.19785346,0.26639817,-0.08958565,-0.04101973,-0.02320662,0.01452655,0.00055894,0.10001786,17.4535,31386.7664,0.39620940232456137,1.3939485495614037
0.16937682,0.30976624,0.09695887,0.35632824,0.110861,0.31335727,-0.05478468,0.0679703,-0.04391898,0.0791257,0.01763533,-0.02956112,14.4022,63728.7647,0.284004560448268,1.2208952121802128
0.20541542,0.24716387,0.31542517,0.15985992,0.17724584,-0.05143326,-0.08869494,-0.04286591,-0.06920796,-0.07682945,-0.06010303,-0.14432522,9.9895,92557.4867,0.15633125880336554,0.6798332334216267
0.13532948,0.17763345,0.10929691,0.22263894,0.10616333,0.12021332,-0.10656206,-0.10926874,-0.08668947,-0.14896814,-0.02972243,-0.03131349,0.2368,58688.2499,0.017951943159763315,0.0684896630138067
0.16394813,0.19225879,0.23586452,0.27705644,0.21291103,0.14203619,-0.13558395,-0.13583554,-0.19571427,-0.18984329,-0.15878323,0.00468234,12.865,81331.3825,0.24311991496809796,0.9553540437661665
0.24933575,0.39393001,0.25912142,0.27897369,0.17149015,0.25677193,-0.10499714,0.01440477,-0.22746129,0.10888403,-0.34927477,0.00148175,11.2348,22536.2635,0.23776086284875186,0.7991921512481645
0.17035136,0.28976208,0.14118232,0.20706356,0.11196715,0.0999771,-0.12822925,-0.08303487,-0.11267235,-0.11435047,-0.14467597,-0.08698751,16.1757,71964.108,0.3580479145812807,1.1101822793924467
0.14530062,0.20953261,0.12484694,0.25080715,0.16196762,0.17710969,-0.07286663,-0.04389684,-0.06126208,-0.07167343,0.03037655,0.04574001,10.5997,99864.4138,0.187977521401549,0.9655152119451891
0.25236949,0.30014838,0.23265617,0.2810012,0.24767775,0.24087744,-0.25335978,-0.29787773,-0.23602432,-0.27765995,-0.2498916,-0.23993377,15.628,31971.6831,0.33009874331914896,0.8554945984680851
0.21031191,0.32199562,0.21401272,0.38250161,0.17850945,0.40994768,-0.13463843,-0.13868244,-0.25229344,0.06962681,-0.07744035,0.22631443,10.2884,78370.8987,0.17564281994104022,0.9346999647925878
0.19890963,0.32345261,0.23825942,0.49352011,0.21446565,0.31821897,-0.14580092,-0.17870338,-0.16241775,-0.26399288,-0.1323809,0.18598621,16.092,85549.8286,0.3523125366897747,1.0544215074870018
0.14996754,0.20097808,0.13884049,0.21894614,0.18063486,0.20049442,-0.10481216,-0.02390737,-0.06669673,0.01651168,-0.00532591,-0.0014972,8.2018,84839.9287,0.08126662094133469,0.6568659670364767
0.14054005,0.12614743,0.09978917,0.10680085,0.07365636,0.07646037,-0.14054007,-0.1261474,-0.09978922,-0.10680081,-0.0736564,-0.07646035,16.5652,42849.5936,0.3923924363288719,1.2071654481198215
0.16495981,0.24030757,0.19123604,0.25049517,0.18936622,0.14335058,-0.08402542,-0.01256552,-0.03819501,0.02031572,-0.00586921,0.04758165,4.2958,60255.0462,0.041929294795940875,0.5560772928524157
0.40013974,0.49271579,0.36599683,0.40403523,0.4495357,0.45552912,-0.11180491,0.02616541,-0.1219254,0.04207641,-0.0971998,-0.08766164,2.862,23167.1861,0.1426980232142857,0.32678212008333335
0.22506041,0.27469668,0.22904294,0.3094036,0.31703184,0.37501719,-0.10454329,-0.17140542,-0.08610115,-0.24398248,-0.12595414,0.2192933,3.3481,65236.499,0.05769525902355752,0.1528548468146125
0.17394942,0.27077587,0.23034173,0.28164604,0.25543693,0.29876419,-0.08472793,0.06822216,-0.04628976,0.12447576,-0.01924454,0.0532076,19.1139,22092.6789,0.46835949070385124,1.4904933645418328
0.24077118,0.42373641,0.42677803,0.59493871,0.12057677,0.35594086,-0.13756867,-0.03111635,-0.13907805,-0.04219406,-0.05221946,-0.09197022,5.1897,46757.7218,0.16339198357827475,0.44883158338658147
0.19244297,0.30626586,0.09137896,0.35140523,0.10565318,0.32913427,-0.04193789,0.0884446,-0.05022345,0.04060106,0.03854787,-0.04888342,3.1475,92279.2496,0.040924471399870384,0.5559295492763014
0.12153695,0.19950046,0.11581987,0.27166492,0.14951215,0.35648117,-0.05189603,0.05912113,0.00645581,0.14815309,0.04941233,0.27350049,20.8119,42024.3717,0.6671962867272728,1.8772528184848483
0.33471555,0.37314356,0.19175928,0.32899379,0.12955018,0.21733413,-0.19528348,0.04842306,-0.12734383,0.07058086,-0.06652054,0.0066907,19.4846,75614.0375,0.535744535838257,1.3279091654357458
0.10341138,0.25264644,0.10939564,0.28753759,0.12933042,0.22640859,-0.08846835,0.06717536,0.01375518,0.06791781,0.05272853,0.03165534,14.294,58108.2916,0.2812720290755467,1.228833754522863
0.20335991,0.3943845,0.2068568,0.54123232,0.41661928,0.27979787,-0.08123491,-0.00729016,-0.0429733,-0.00784599,-0.02770007,-0.0095179,13.0075,71202.9144,0.26699909285553297,1.1249929800766283
0.21099708,0.23343436,0.19182308,0.24109098,0.40448689,0.02639825,-0.21098827,-0.23345508,-0.19179172,-0.24112229,-0.40446662,-0.02640621,6.6457,37794.8289,0.09124225126978665,0.2766334162869924
0.21606065,0.30631818,0.27925761,0.19179927,0.15044571,0.0801861,-0.108510723,-9.08288443e-06,-0.0204778519,-0.0174029964,-0.00454062908,-0.0357982263,18.7268,41225.3553,0.4531074976928147,1.3330570527356627
0.41520007,0.53707747,0.34915791,0.54487898,0.45530286,0.48601538,-0.13442745,0.00256173,-0.00603524,0.15103861,0.31326416,0.30668519,-3.0047,63828.3662,0.18931227251368968,0.06691720531111604
0.24636052,0.48330384,0.22615476,0.48188592,0.25997112,0.35169033,-0.11126849,0.098019,-0.0004512,0.10232024,0.05926894,0.06156517,7.7061,89821.2289,0.16276839409212537,0.905924412003058
0.15598482,0.32322895,0.13671402,0.34176244,0.18837715,0.2992198,-0.09995098,-0.09150744,-0.00882358,-0.03897991,-0.02980607,-0.01392534,15.9765,36990.2112,0.32808218553271024,1.267521548859813
0.17742708,0.41435868,0.14599638,0.6502341,0.25741236,0.29688493,-0.12903649,-0.19856404,-0.0097073,-0.4753846,0.11208934,0.09491121,10.9654,59871.9846,0.18149042518004116,0.6924783827160493
0.22907532,0.40649723,0.0916154,0.50576885,0.11735723,0.57967463,-0.09845011,0.05013993,-0.08587637,0.0012647,0.00359272,-0.09149913,3.4348,45017.6948,0.0718889082554373,0.20246080736086536
0.19992523,0.30908151,0.16655365,0.35749888,0.13262958,0.3495201,-0.11036273,0.10722695,-0.07515821,0.03097125,0.03155682,-0.1387738,17.3536,82843.8551,0.3747259405067808,1.1756579352605283
0.22687002,0.61080304,0.00588287,0.75712471,0.02556742,0.80148912,-0.08832926,0.04850794,-0.10494158,0.06022604,-0.06151895,0.006269,0.6902,68849.3393,0.09611656867938553,0.28980966152044096
0.22910118,0.34806962,0.2145726,0.39886726,0.18538739,0.26891313,-0.146329,0.00961885,-0.07130597,0.01441806,-0.03084408,-0.00457727,13.6456,29503.8907,0.28849210436402345,1.0227035797764767
0.19294852,0.26933425,0.21527733,0.26624945,0.2577033,0.25269568,-0.11292325,-0.06144724,-0.06489788,-0.03055214,-0.05077002,-0.03223285,10.3667,62532.3188,0.14385004543962487,0.8704431565846034
0.17502733,0.26384408,0.17655661,0.26161197,0.102089,0.13538997,-0.14376776,-0.09392833,-0.10859977,-0.13685883,-0.09722248,-0.1674239,17.5255,91484.119,0.40394069505127056,1.1267837823450737
0.20687556,0.34445828,0.11650027,0.38421683,0.10100257,0.34594754,-0.1566464,0.02211611,-0.12318328,0.02142383,-0.07392353,-0.05110123,10.0939,24233.585,0.16457378857142857,0.7797930933834586
0.21457981,0.34042742,0.26168275,0.362349,0.21062576,0.31796972,-0.14361653,-0.17070905,-0.28286106,-0.01064463,-0.10131236,0.11470612,13.7753,98112.3196,0.3199735550323176,1.027941340735611
0.06793019,0.09817256,0.09314394,0.13191893,0.15985442,0.10368342,-0.04663714,-0.03523794,-0.05944432,-0.03852044,-0.11109442,0.04367353,9.33,98126.8293,0.09619844150173612,0.6890704490885418
0.05265367,0.05724588,0.07976728,0.06279147,0.05928496,0.07250066,-0.05280213,-0.0569984,-0.07998737,-0.06272981,-0.0592129,-0.07258484,22.0,98684.8768,0.5326779913491392,1.2071205316398534
0.13719178,0.22773226,0.17073478,0.34453201,0.13077952,0.31212729,-0.10138127,-0.07553845,-0.15568842,0.00817672,-0.03170477,0.109027,16.7149,99486.3345,0.43032690813272617,1.4343202517891998
0.17736087,0.23322737,0.14985464,0.28879665,0.16264172,0.17524322,-0.11762588,-0.10230824,-0.0956118,-0.15413532,0.00315712,-0.00734982,8.2457,35072.1011,0.11505557955889983,0.6895277576543851
0.27280412,0.22693963,0.27070704,0.32912006,0.33320172,0.23765112,-0.16543381,-0.18898859,-0.06897622,-0.37669005,0.01124627,-0.03740603,6.0333,50895.3468,0.09300528113540198,0.3153337416748942
0.12159577,0.36507012,0.15607591,0.33136826,0.04014955,0.11145594,-0.05469263,0.20823943,0.01984737,0.098815,-0.04284268,-0.16040534,16.4419,74534.1968,0.37063346281793225,1.230642836505032
0.17782142,0.13311253,0.20077506,0.19103949,0.22019474,0.27045452,-0.14417981,-0.04797019,-0.14307387,-0.09089715,-0.09806995,-0.12679614,18.1883,86246.7264,0.4617003673847544,1.3834585848147034
0.12002353,0.13714757,0.12064479,0.13762521,0.10888938,0.15015185,-0.10613721,-0.07885918,-0.06930211,-0.08090864,-0.04612413,-0.08266312,22.0,38444.0851,0.5893420250652741,1.3508232693024989
0.30636089,0.24536517,0.06016108,0.21675129,0.05264951,0.09808083,-0.20246967,-0.26432557,-0.13683264,-0.22282566,-0.10299661,-0.11657534,17.2642,23074.2456,0.372296426789107,0.9030262139962001
0.17018656,0.34658097,0.09569762,0.3041472,0.11532892,0.22454343,-0.06700145,-0.06076547,0.15110686,-0.10716273,0.09561056,-0.02578695,19.9372,30587.9014,0.5056725965017491,1.421680336331834
0.36659305,0.45236052,0.36676683,0.4052552,0.32693861,0.39189453,-0.24860034,-0.1017848,-0.11526115,-0.08796223,-0.06547582,-0.10363174,10.4601,42760.897,0.31798245083818,0.8970920310981867
0.27033286,0.26260886,0.42779731,0.29094677,0.31100254,0.19617142,-0.19080702,-0.17716884,-0.31617302,-0.1470919,-0.17945858,0.08823875,4.0264,99673.726,0.10669438225776966,0.12569434627994094
0.24921818,0.24270665,0.39787319,0.257106,0.27668915,0.1252433,-0.20931547,-0.20036317,-0.34118551,-0.18655867,-0.2095408,0.01611026,7.9681,37995.4384,0.11517375429433963,0.2888524194339623
0.29085506,0.58638733,0.26400663,0.58784724,0.29232915,0.40094743,-0.14997858,0.03294878,-0.03121754,0.15067697,0.1135056,0.2388088,11.9836,58999.3371,0.3739283962529274,1.2223173906791571
0.15635299,0.21978631,0.15669752,0.18626953,0.19798821,0.14095863,-0.08468136,-0.05661534,-0.05364616,-0.0301847,-0.02814451,0.02470878,17.2982,92466.6339,0.42541411964958004,1.3347769784245582
0.12714796,0.15632091,0.08328995,0.14959249,0.07203831,0.11745407,-0.12738617,-0.15536683,-0.08553201,-0.14619005,-0.07550095,-0.11508127,11.0588,45442.0673,0.18815570296735903,0.8448188303989448
0.15672957,0.27719429,0.1202806,0.24813913,0.13536952,0.17075226,-0.05467304,0.04553507,-0.01292969,0.0536289,0.00331586,-0.01416487,15.4727,34963.3771,0.33243679250594765,1.2742978680808883
0.09477873,0.13625477,0.12002547,0.19228626,0.18675194,0.28606171,-0.08898175,-0.10992708,-0.09978657,-0.20980501,-0.0035931,-0.0356327,14.8811,45818.8207,0.30218015989755953,1.1454839340765293
0.23084124,0.25975816,0.23310762,0.33990585,0.13866089,0.28261141,-0.1482235,-0.15443389,-0.146993,-0.22501162,-0.07280126,-0.16669147,12.8879,33262.2409,0.24204462783171524,0.8215790738223661
0.20499903,0.31098007,0.25253772,0.36708786,0.10553759,0.34396036,-0.09666846,-0.1656798,-0.10824825,-0.25813897,-0.02804965,0.17740823,13.5765,35181.3667,0.3007541597291196,1.0821449072686233
0.17425719,0.36721272,0.01150285,0.48167143,0.02386323,0.37165556,-0.05363769,0.12613907,-0.01993511,0.06472785,0.06379643,-0.1199304,19.5557,57683.1573,0.46792249683978443,1.3841107557569818
0.20041247,0.23230098,0.27928213,0.25796503,0.22452314,0.17905571,-0.13882947,-0.12562556,-0.19554643,-0.08313076,-0.11841914,0.11356352,14.4454,71586.4545,0.3209936270848846,1.1593029065524942
0.28945887,0.22311193,0.23679986,0.35450834,0.20789943,0.27644029,-0.18123535,-0.18932333,-0.10042488,-0.36971271,-0.02666856,-0.0323155,17.7427,79307.0766,0.45154528857236415,1.2011536635068762
0.1545378,0.3143504,0.0224708,0.36782387,0.06330163,0.34653752,-0.0572007,0.06768161,-0.03187273,0.03961381,0.05130377,-0.03992079,12.822,93358.9848,0.217407635125448,1.07968691581736
0.2111406,0.20354557,0.17734915,0.20546284,0.14480172,0.21827785,-0.21210522,-0.2013244,-0.18065633,-0.20216996,-0.14699232,-0.2173399,22.0,70855.9778,0.6037406202271498,1.19977404117541
0.24054015,0.33986987,0.1174536,0.3394658,0.22355131,-0.01324606,-0.10207313,-0.04408416,-0.09232889,-0.08573812,-0.1300241,-0.08823429,0.561,75835.447,0.0515881437825,0.11936827236149
0.15700346,0.31805269,0.16475919,0.33698978,0.17119638,0.2519649,-0.17517882,-0.08355873,-0.16801164,-0.14253532,-0.04858118,-0.22205084,15.4199,94743.9387,0.313156913256203,1.0576571326456647
0.16819528,0.23523149,0.17288456,0.20484779,0.22555777,0.16665743,-0.08785722,-0.02921547,-0.05062431,0.01036539,-0.01716359,0.0570113,5.0639,58558.2446,0.046574454035007956,0.562463856581041
0.18728345,0.18448974,0.23836599,0.24097471,0.2897968,0.26288431,-0.13723546,-0.05882001,-0.09431969,-0.13986396,0.01020992,-0.09860533,13.9813,75179.9005,0.267968727474714,1.1372239323661084
0.14024217,0.1914088,0.12034241,0.22992328,0.1465156,0.15108421,-0.08077506,-0.06070198,-0.06547792,-0.09429491,0.01582594,0.02086102,8.0444,29616.8026,0.060412335503386004,0.5356788018510157
0.37106317,0.52490129,0.51117828,0.33877633,0.20348241,0.56859016,-0.23008677,-0.22998207,-0.14659937,-0.56465431,0.09513738,-0.34846454,5.7337,53578.7754,0.21658154339145108,0.40296683909448816
0.19951737,0.24325541,0.21422668,0.25393798,0.21663102,0.11995515,-0.12584001,-0.05289256,-0.10770906,-0.01494118,-0.07010226,0.01594523,6.7709,49392.2168,0.0910408961850955,0.5388108440408932
0.17495093,0.22872102,0.14740719,0.19593195,0.07571166,0.00529574,-0.09058147,-0.06113838,-0.07761841,-0.05668196,-0.05360639,-0.0807432,4.9281,69061.1415,0.06188380654293492,0.43439267859440733
0.18674174,0.32193016,0.17485646,0.49033625,0.09097979,0.2710189,-0.11578284,-0.07308469,-0.18882047,0.02605614,-0.38653635,0.08300521,9.6372,55497.1565,0.1482073597538742,0.7428557360528715
0.15772371,0.31773224,0.07699469,0.38083697,0.13253604,0.36932588,-0.0612911,0.05683518,0.09807238,0.03718434,0.19005561,0.04135403,7.2527,44413.1887,0.07563592280382775,0.7891118193779904
0.23339767,0.23555951,0.36545438,0.27117101,0.27576229,0.19293185,-0.1646052,-0.13780415,-0.26851524,-0.11177614,-0.15727217,0.09674404,1.7047,71514.0088,0.06634496038816418,0.056678349980216355
0.18470341,0.27340617,0.22568842,0.25822915,0.31780763,0.29394555,-0.08873987,-0.00240692,-0.23101275,-0.00403818,-0.10153334,-0.05686125,13.3076,89371.5907,0.2469530080844285,1.0009555773529801
0.18047124,0.28066843,0.28861367,0.257121,0.30841994,0.30847035,-0.08678253,0.04669448,0.05880981,0.04031603,0.09743677,0.08482596,3.419,79449.1217,0.07194583628037383,0.4109814255807744
0.08877615,0.18217549,0.11146345,0.27644741,0.19714226,0.35799817,-0.04754853,-0.00776876,-0.0235204,-0.02497738,0.0064262,-0.05743914,15.832,54738.6965,0.329374009505048,1.3040150610687022
0.34663777,0.4879228,0.34179851,0.43238598,0.40802732,0.39667685,-0.24602978,-0.16126861,-0.17340717,-0.03643021,-0.08101566,0.03580045,13.2583,29124.7113,0.4024894306976744,1.1299165412919896
0.15062179,0.22620667,0.14678457,0.24860417,0.15742917,0.25083045,-0.10538319,-0.08341626,-0.07587296,-0.02267558,-0.05756921,0.08885345,7.0708,69611.6307,0.0496054279032258,0.5383556907687028
0.15785861,0.27043514,0.10267356,0.27974626,0.10546605,0.24894935,-0.10809988,-0.03324657,-0.03471726,-0.04522006,0.04859154,-0.07063565,6.2138,38646.1206,0.049799046198668144,0.5305730612652608
0.14866075,0.2241017,0.15166522,0.25195744,0.17204684,0.26977277,-0.06683715,0.01500312,-0.00857433,0.05656854,0.06110636,0.08240886,11.4273,56945.7123,0.16612180377235772,1.0014742447479674
0.0856202,0.12601691,0.11381666,0.15609857,0.18678363,0.24322066,-0.07838329,-0.07241649,-0.13032048,-0.02207991,-0.0385735,0.06356688,10.4726,72157.5771,0.1374978659382423,0.8239624104695779
0.14590483,0.18559038,0.13910914,0.18950245,0.12983004,0.2103473,-0.07850017,-0.08354314,-0.03872333,-0.0980719,-0.08177503,0.0494734,12.5855,78250.6721,0.24215243055167052,1.0838400923853924
0.27325376,0.16121118,0.23992246,0.2405772,0.18007029,0.143193,-0.14334304,0.05855055,-0.27859028,0.02404258,-0.16003207,0.07723281,18.1084,94083.2811,0.47175097326937276,1.3271197614760146
0.19228551,0.29385888,0.22763217,0.39787884,0.16828082,0.29165461,-0.10954808,-0.20968307,-0.05098854,-0.43205331,-0.05639237,0.00233913,10.3994,51924.7393,0.15049732213913497,0.7225167041427828
0.16529223,0.25749442,0.14995389,0.28185191,0.12222808,0.24514131,-0.14918691,-0.03776311,-0.17429713,-0.02689494,-0.17990483,-0.09405946,4.4495,88016.9591,0.04567989030073288,0.556263040561031
0.26294285,0.4418587,0.2320221,0.55287394,0.18304266,0.4599889,-0.13392553,-0.19892058,-0.07367046,-0.09916403,0.00138888,-0.09593312,5.6495,29054.1822,0.11928574594928033,0.32038252309801235
0.15575455,0.21570148,0.2069017,0.20329329,0.22902461,0.25202861,-0.00858572,0.09936249,0.10942682,0.10040901,0.07426062,0.07065082,11.9074,83604.8429,0.17619322468637041,1.0896886060386985
0.158701,0.28617052,0.12795357,0.35104045,0.1351893,0.20892471,-0.11222872,0.19668249,-0.07162892,0.29819026,0.007037,0.07086063,13.4381,53350.0794,0.2366790188095926,1.1420923725801793
0.04437889,0.08931356,0.05540689,0.13688858,0.09642959,0.17850495,-0.02383571,-0.00166317,-0.01580055,-0.00651501,-0.00161417,-0.02446029,8.3531,47114.9256,0.0763312440240518,0.6091942869565217
0.20030948,0.3543952,0.35513251,0.30985629,0.19068225,0.26725523,-0.125455538,-0.114205529,-0.209445565,-0.000174725407,-0.047570847,0.0503840901,18.8921,28315.8807,0.5051925856390618,1.4268006897079943
0.14634139,0.37687423,0.16602357,0.38789757,0.05480627,0.24918501,-0.08353188,0.17914771,-0.03293381,0.12169542,-0.08926741,-0.06056532,12.652,58331.5322,0.2198784541016608,0.9037223615752392
0.20320079,0.12623236,0.07415517,0.11522159,0.05936456,0.1576009,-0.1725637,-0.11107326,-0.34568959,0.04589476,-0.22015661,-0.07078494,9.9805,31075.6022,0.18022482245283017,0.815984464764151
0.1413776,0.20793843,0.18612228,0.30335926,0.12106473,0.27447401,-0.12646539,-0.10855112,-0.01212891,-0.013396,0.09315417,0.02683404,13.5722,42224.1563,0.288375281865285,1.2200402366148533
0.29751297,0.25180183,0.10579096,0.26515619,0.04850629,0.15953905,-0.08976527,-0.06645801,-0.16208354,-0.07352047,-0.20363452,-0.12552964,10.0616,91170.509,0.20549324625576892,0.8062154505285097
0.16180539,0.29676194,0.13611577,0.45273629,0.22570143,0.2514214,-0.10017403,-0.18000547,-0.10310966,-0.24224394,-0.36047178,0.09306353,20.5397,52665.2169,0.49304026671188284,1.304458571622355
0.30006109,0.18994856,0.39712945,0.22525019,0.42510797,0.69376181,0.12181463,-0.06812721,0.33969246,-0.07547387,0.25577345,0.22337145,9.6777,76064.1335,0.14085275087851407,1.0598037042168675
0.19998804,0.36075099,0.24645492,0.44836113,0.25844272,0.4625472,-0.11825821,-0.0729886,-0.12978204,0.02476301,-0.03752484,0.1542035,6.4624,26890.2736,0.09341526559296098,0.5182736479724561
0.20160808,0.31265286,0.2399631,0.25719371,0.2665546,0.22708047,-0.1620933,-0.16179074,0.07491086,-0.07074529,0.04519743,-0.00265349,16.0116,99764.9308,0.3702969631645251,1.3343906367094986
0.16165073,0.23575904,0.16419341,0.23764293,0.13510263,0.17174319,-0.08762909,-0.04313044,-0.04925876,-0.01841915,-0.03541175,-0.02014377,5.522,88817.0435,0.038359083475691655,0.4606712239054526
0.29265064,0.51297245,0.28478282,0.4829917,0.31055079,0.43871972,-0.17864843,-0.11703644,-0.05616224,-0.03118141,0.02603064,-0.01185501,12.1341,54019.8691,0.31536983358403237,0.9985315349435927
0.35020294,0.34993541,0.27121734,0.39181895,0.19232276,0.43381617,-0.35675547,-0.32020984,-0.32817438,-0.28688438,-0.29244138,-0.29468168,10.5678,25510.4598,0.268345672027972,0.5514473049533799
0.30949732,0.43915314,0.01093022,0.72365104,-0.03361965,0.726083,0.00181585,-0.00407976,0.00601206,-0.0059957,0.00404834,-0.00176899,1.6297,61107.8638,0.06886600419902121,0.25278276476833605
0.12731506,0.19494022,0.1192167,0.2385688,0.11894807,0.22738724,-0.09569462,-0.03862142,-0.02424528,-0.0581481,0.001554,-0.07845513,20.5167,29704.3453,0.5424412848325358,1.470820957894737
0.20264285,0.29506295,0.31466028,0.36269708,0.39700898,0.27631628,-0.14946421,-0.15065095,-0.23814001,-0.1340942,-0.31415344,0.22749837,2.4147,76495.4604,0.08538738659440559,0.09553071127810443
0.13784533,0.18754454,0.10410413,0.17716025,0.10214075,0.02027793,-0.08571051,-0.10608071,-0.030885,-0.08325279,-0.01565839,-0.05579652,5.1059,24637.7936,0.03930965967939973,0.4496847337653479
0.16944877,0.26473643,0.2353546,0.30669369,0.18232393,0.2847859,-0.09966865,-0.03722052,-0.1048699,0.0422887,-0.02494938,0.14816908,2.2855,21108.7196,0.039452885704607046,0.29897630481029813
0.17097316,0.231564,0.19034875,0.3609073,0.19450946,0.32136321,-0.11979382,-0.05876574,-0.0789482,0.06068987,-0.00339139,0.10448039,14.6702,96810.011,0.3402117725884017,1.337294760537482
0.16004581,0.27794874,0.13393539,0.35838959,0.1791263,0.46430057,-0.05234236,0.10577725,0.07940353,0.08665186,0.22451562,0.1435837,3.3052,59672.2214,0.04028611599455041,0.3861722039314908
0.14777823,0.21391673,0.18934678,0.26340479,0.20900906,0.26396523,-0.07510368,0.02696118,0.02733869,0.10115515,0.10934877,0.12254187,12.7234,84351.0789,0.2689689049620253,1.2801701789873419
0.46767456,0.35614065,0.45211229,0.33336876,0.32012865,0.35020271,-0.41914008,-0.37019472,-0.39741739,-0.38261617,-0.0603432,-0.29957443,8.4629,72972.7275,0.3206862536004882,0.4834910403005492
0.30846516,0.39278858,0.17502515,0.34092219,0.12500628,0.24548698,-0.19629657,0.03806116,-0.12052177,0.06553393,-0.07136048,-0.02222885,17.7581,68314.9058,0.4677543195141379,1.3306980436081244
0.20728786,0.23384505,0.27166544,0.21533325,0.41377326,0.37031011,-0.09704489,-0.14241748,-0.1602227,-0.10245727,-0.40107182,0.24167786,15.6626,79989.4785,0.3452511852169609,1.2253477231149974
0.21380418,0.1413458,0.17290446,0.25271116,0.14825843,0.29963577,-0.21229491,-0.1502587,-0.15385474,-0.31181925,-0.06907244,0.1422678,0.9586,81610.0396,0.04164643680660888,0.4523386719664139
0.16028459,0.22605788,0.1750889,0.34213382,0.31793911,0.07930652,-0.16026521,-0.22614299,-0.17486416,-0.34253089,-0.31744195,-0.0797646,16.5233,60155.5489,0.3106535129374577,0.9443100100699932
0.13559553,0.25203593,0.16921426,0.32967383,0.2834731,0.4544886,-0.0652153,0.16404355,-0.07715911,0.30212184,-0.07619091,0.4020658,-0.3556,90768.0917,0.03926257813035303,-0.07193275086264048
0.1803823,0.16242826,0.11242373,0.17406933,0.08344749,0.14467586,-0.13196629,-0.01884808,-0.14774971,-0.06042895,-0.08481696,-0.09322398,12.3106,98998.4772,0.24377233151937308,0.9986920088811494
0.1863833,0.26177538,0.18790404,0.23039943,0.24088477,0.17866721,-0.08886559,-0.02758586,-0.0472155,0.00537391,-0.00551454,0.09295513,8.5884,52905.8911,0.07647488137559809,0.6896581633971292
0.22869567,0.38965514,0.1473854,0.37315542,0.17632829,0.30546118,-0.16194439,-0.04699051,-0.04661295,-0.08255931,0.08057208,0.07831962,9.9406,21292.6265,0.19453430026246718,0.8742853195100613
0.19227717,0.19092041,0.04029983,0.3788365,-0.05432707,0.17011198,-0.12716575,-0.11369002,-0.22523402,-0.11869294,-0.18104979,-0.15893991,6.1804,92904.4209,0.06613748821707106,0.398760869237435
0.11417791,0.25504494,0.12907457,0.1025616,0.06069025,0.01845557,-0.06439895,-0.01078238,-0.06227287,-0.03585292,-0.07636021,-0.10648559,17.2213,65134.5758,0.3637660267655663,1.1317771368992897
0.1548456,0.2451171,0.09731251,0.35186965,0.07208962,0.0813413,-0.1548311,-0.24514917,-0.09734058,-0.35176084,-0.07223164,-0.08122492,16.5366,72242.001,0.3554902638142256,1.0426572349972572
0.2218384,0.270037,0.24825186,0.2542428,0.23954737,0.25364193,-0.13163195,-0.0190113,-0.05838047,-0.02182181,-0.01072031,-0.02338817,15.6045,82653.7574,0.34905105807943854,1.2275729004466422
0.31136235,0.53549887,0.32281215,0.59932639,0.4116798,0.58009644,-0.15720584,-0.12419126,0.04527709,-0.02027134,0.05726598,0.01530276,18.4437,43209.2471,0.6006770017568033,1.5048365366861869
0.23193831,0.21697973,0.17002985,0.11764835,0.14735913,0.11503855,-0.15711821,-0.09250454,-0.13580287,-0.1190611,-0.10245113,-0.12363048,11.9285,78754.2839,0.22851154377765978,0.8205473482740309
0.11185576,0.26727991,0.15817935,0.37885044,0.08682587,0.27719495,-0.10476839,-0.08374051,0.12952878,-0.16471373,0.1445456,-0.07210213,13.8632,70158.7558,0.288453783539823,1.2184093125073745
0.18935535,0.33356858,0.21407832,0.47385119,0.22113354,0.37772922,-0.12484397,-0.09660997,-0.03866978,0.01418701,0.00970691,0.18854239,14.1571,30163.2749,0.28955416306081755,1.2953435403788636
0.30923136,0.49642037,0.45997852,0.806842,0.5452291,0.58818359,-0.23924826,0.22389261,0.10498776,0.50707648,0.12287907,0.11164706,7.7233,35428.8212,0.29171752049028676,0.762055567853839
0.15050629,0.20401466,0.11476104,0.19315818,0.10911192,0.01310264,-0.08979602,-0.11122635,-0.03425296,-0.09230313,-0.01808363,-0.07062256,10.8153,60533.0941,0.19182200415973377,0.8981845728369384
0.26019051,0.18961163,0.22833265,0.2516124,0.16077077,0.28788639,-0.27082266,0.10895968,-0.26979726,0.10826327,-0.13482143,-0.03310359,22.0,26865.6922,0.6330117308635917,1.3468465603532875
